Source: Hedge Fund Research Inc. Copyright 2023 HFR Inc. - www.hfr.com

Name,Ticker,Strategy,Substrategy,Region,Currency
HFRX Market Directional Index,HFRXMD,,Composite,Global,USD
Date,Daily ROR,Index Value
11/03/2020,0.7582%,1178.33
11/02/2020,0.3598%,1169.46
10/30/2020,-0.2454%,1165.27
10/29/2020,-0.612%,1168.14
10/28/2020,-0.4898%,1175.33
10/27/2020,-0.3737%,1181.12
10/26/2020,-0.1741%,1185.55
10/23/2020,0.2634%,1187.61
10/22/2020,-0.0818%,1184.49
10/21/2020,0.0508%,1185.46
10/20/2020,0.0132%,1184.86
10/19/2020,-0.186%,1184.71
10/16/2020,0.0914%,1186.91
10/15/2020,-0.0774%,1185.83
10/14/2020,0.202%,1186.75
10/13/2020,0.237%,1184.36
10/12/2020,0.1421%,1181.55
10/09/2020,0.3286%,1179.88
10/08/2020,0.2861%,1176.01
10/07/2020,0.2119%,1172.66
10/06/2020,0.014%,1170.18
10/05/2020,0.4103%,1170.01
10/02/2020,-0.3895%,1165.23
10/01/2020,0.2028%,1169.79
09/30/2020,0.0442%,1167.42
09/29/2020,0.0363%,1166.91
09/28/2020,0.576%,1166.48
09/25/2020,0.1954%,1159.8
09/24/2020,-0.1542%,1157.54
09/23/2020,-0.3881%,1159.33
09/22/2020,-0.1392%,1163.85
09/21/2020,-0.3946%,1165.47
09/18/2020,0.0804%,1170.09
09/17/2020,-0.0822%,1169.15
09/16/2020,0.0057%,1170.11
09/15/2020,0.0571%,1170.04
09/14/2020,0.3621%,1169.37
09/11/2020,0.0669%,1165.15
09/10/2020,-0.0878%,1164.38
09/09/2020,0.1195%,1165.4
09/08/2020,-0.5315%,1164.01
09/04/2020,-0.4703%,1170.23
09/03/2020,-0.5291%,1175.76
09/02/2020,0.2702%,1182.01
09/01/2020,0.1953%,1178.83
08/31/2020,0.1759%,1176.53
08/28/2020,0.1228%,1174.46
08/27/2020,0.0533%,1173.02
08/26/2020,0.044%,1172.4
08/25/2020,0.0965%,1171.88
08/24/2020,0.5792%,1170.75
08/21/2020,0.1385%,1164.01
08/20/2020,-0.0818%,1162.4
08/19/2020,0.0521%,1163.35
08/18/2020,0.2372%,1162.74
08/17/2020,0.175%,1159.99
08/14/2020,-0.1562%,1157.97
08/13/2020,0.299%,1159.78
08/12/2020,0.3662%,1156.32
08/11/2020,-0.0692%,1152.1
08/10/2020,-0.0741%,1152.9
08/07/2020,-0.0236%,1153.76
08/06/2020,0.0107%,1154.03
08/05/2020,0.3228%,1153.9
08/04/2020,0.6657%,1150.19
08/03/2020,0.3135%,1142.59
07/31/2020,-0.1239%,1139.02
07/30/2020,-0.0795%,1140.43
07/29/2020,-0.1103%,1141.34
07/28/2020,0.1851%,1142.6
07/27/2020,-0.1956%,1140.48
07/24/2020,-0.5527%,1142.72
07/23/2020,-0.0986%,1149.07
07/22/2020,0.0566%,1150.21
07/21/2020,0.2404%,1149.55
07/20/2020,0.209%,1146.8
07/17/2020,0.0801%,1144.41
07/16/2020,-0.0759%,1143.49
07/15/2020,0.3623%,1144.36
07/14/2020,0.0674%,1140.23
07/13/2020,-0.0693%,1139.46
07/10/2020,-0.0697%,1140.25
07/09/2020,0.2457%,1141.04
07/08/2020,-0.0216%,1138.25
07/07/2020,-0.0622%,1138.49
07/06/2020,0.5689%,1139.2
07/02/2020,0.2118%,1132.76
07/01/2020,0.0384%,1130.36
06/30/2020,0.2212%,1129.93
06/29/2020,-0.088%,1127.44
06/26/2020,-0.2674%,1128.43
06/25/2020,0.2366%,1131.45
06/24/2020,-0.3845%,1128.78
06/23/2020,0.2862%,1133.14
06/22/2020,0.1794%,1129.91
06/19/2020,0.1158%,1127.88
06/18/2020,-0.0093%,1126.58
06/17/2020,0.0881%,1126.68
06/16/2020,0.9191%,1125.69
06/15/2020,-0.3788%,1115.44
06/12/2020,0.1063%,1119.68
06/11/2020,-1.5642%,1118.49
06/10/2020,0.0142%,1136.27
06/09/2020,-0.1479%,1136.1
06/08/2020,0.6214%,1137.79
06/05/2020,0.2089%,1130.76
06/04/2020,-0.1571%,1128.4
06/03/2020,0.0976%,1130.18
06/02/2020,0.4978%,1129.08
06/01/2020,0.0155%,1123.48
05/29/2020,0.0665%,1123.31
05/28/2020,0.0905%,1122.56
05/27/2020,0.4421%,1121.55
05/26/2020,0.1473%,1116.61
05/22/2020,0.0364%,1114.97
05/21/2020,0.0201%,1114.56
05/20/2020,0.1663%,1114.34
05/19/2020,-0.0357%,1112.49
05/18/2020,0.4028%,1112.89
05/15/2020,0.0534%,1108.42
05/14/2020,-0.0168%,1107.83
05/13/2020,-0.1231%,1108.02
05/12/2020,-0.1578%,1109.38
05/11/2020,0.2155%,1111.14
05/08/2020,0.6139%,1108.75
05/07/2020,-0.0145%,1101.98
05/06/2020,-0.064%,1102.14
05/05/2020,-0.3086%,1102.85
05/04/2020,-0.3341%,1106.26
05/01/2020,0.0722%,1109.97
04/30/2020,0.2486%,1109.17
04/29/2020,0.3972%,1106.42
04/28/2020,-0.087%,1102.04
04/27/2020,0.3617%,1103
04/24/2020,0.263%,1099.02
04/23/2020,-0.0832%,1096.14
04/22/2020,0.4113%,1097.05
04/21/2020,-0.7383%,1092.56
04/20/2020,-0.1237%,1100.69
04/17/2020,0.4746%,1102.05
04/16/2020,0.1091%,1096.84
04/15/2020,0.1649%,1095.65
04/14/2020,1.5305%,1093.84
04/13/2020,0.1278%,1077.35
04/09/2020,0.2704%,1075.98
04/08/2020,0.5751%,1073.08
04/07/2020,0.2874%,1066.94
04/06/2020,1.3868%,1063.88
04/03/2020,0.0938%,1049.33
04/02/2020,-0.0224%,1048.35
04/01/2020,-0.8317%,1048.58
03/31/2020,-0.4028%,1057.38
03/30/2020,0.5118%,1061.65
03/27/2020,0.2789%,1056.25
03/26/2020,0.6133%,1053.31
03/25/2020,1.3925%,1046.89
03/24/2020,0.5085%,1032.51
03/23/2020,-0.8526%,1027.29
03/20/2020,-0.1373%,1036.12
03/19/2020,-0.3528%,1037.54
03/18/2020,-1.286%,1041.22
03/17/2020,0.6049%,1054.78
03/16/2020,-1.9367%,1048.44
03/13/2020,-2.4304%,1069.15
03/12/2020,-1.6016%,1095.78
03/11/2020,-0.1817%,1113.61
03/10/2020,-1.3982%,1115.64
03/09/2020,-1.3921%,1131.46
03/06/2020,-0.7508%,1147.44
03/05/2020,0.1503%,1156.12
03/04/2020,0.8902%,1154.38
03/03/2020,0.2174%,1144.19
03/02/2020,0.1096%,1141.71
02/28/2020,-1.3737%,1140.46
02/27/2020,-1.281%,1156.35
02/26/2020,-0.6482%,1171.35
02/25/2020,-1.0054%,1178.99
02/24/2020,-1.3295%,1190.97
02/21/2020,-0.2846%,1207.02
02/20/2020,0.2589%,1210.46
02/19/2020,0.3536%,1207.34
02/18/2020,-0.1406%,1203.08
02/14/2020,0.0251%,1204.78
02/13/2020,0.0295%,1204.47
02/12/2020,0.2819%,1204.12
02/11/2020,0.149%,1200.73
02/10/2020,0.2023%,1198.95
02/07/2020,-0.1158%,1196.53
02/06/2020,0.6291%,1197.91
02/05/2020,0.5283%,1190.42
02/04/2020,0.5237%,1184.17
02/03/2020,-0.2838%,1178
01/31/2020,-0.3634%,1181.35
01/30/2020,-0.5476%,1185.66
01/29/2020,0.217%,1192.19
01/28/2020,0.0411%,1189.61
01/27/2020,-0.9532%,1189.12
01/24/2020,-0.1977%,1200.56
01/23/2020,-0.0864%,1202.94
01/22/2020,0.2028%,1203.98
01/21/2020,-0.1029%,1201.54
01/17/2020,0.3652%,1202.78
01/16/2020,0.3961%,1198.4
01/15/2020,0.0947%,1193.68
01/14/2020,0.2312%,1192.55
01/13/2020,0.1802%,1189.8
01/10/2020,0.1904%,1187.66
01/09/2020,0.6512%,1185.4
01/08/2020,-0.1485%,1177.73
01/07/2020,0.2127%,1179.48
01/06/2020,-0.1595%,1176.98
01/03/2020,-0.4358%,1178.86
01/02/2020,0.3414%,1184.02
12/31/2019,-0.0656%,1179.99
12/30/2019,-0.1642%,1180.76
12/27/2019,0.1358%,1182.7
12/26/2019,0.0018%,1181.1
12/24/2019,0.0029%,1181.08
12/23/2019,0.2555%,1181.04
12/20/2019,0.1321%,1178.03
12/19/2019,-0.0957%,1176.48
12/18/2019,-0.0778%,1177.61
12/17/2019,-0.212%,1178.52
12/16/2019,0.3561%,1181.03
12/13/2019,0.1939%,1176.84
12/12/2019,0.1465%,1174.56
12/11/2019,0.1856%,1172.84
12/10/2019,-0.0716%,1170.67
12/09/2019,0.1321%,1171.51
12/06/2019,0.1046%,1169.96
12/05/2019,0.1306%,1168.74
12/04/2019,0.4505%,1167.22
12/03/2019,-0.3169%,1161.98
12/02/2019,-0.3626%,1165.68
11/29/2019,-0.2556%,1169.92
11/27/2019,0.1949%,1172.92
11/26/2019,0.2014%,1170.64
11/25/2019,0.3358%,1168.28
11/22/2019,0.0398%,1164.37
11/21/2019,-0.1566%,1163.91
11/20/2019,-0.0434%,1165.74
11/19/2019,0.0432%,1166.24
11/18/2019,0.1102%,1165.74
11/15/2019,0.3087%,1164.46
11/14/2019,0.1475%,1160.87
11/13/2019,0.0719%,1159.16
11/12/2019,-0.0418%,1158.33
11/11/2019,0.0277%,1158.81
11/08/2019,-0.1481%,1158.49
11/07/2019,0.0229%,1160.21
11/06/2019,-0.0313%,1159.94
11/05/2019,-0.1109%,1160.31
11/04/2019,0.2014%,1161.6
11/01/2019,0.101%,1159.26
10/31/2019,0.0732%,1158.09
10/30/2019,-0.0279%,1157.24
10/29/2019,-0.0941%,1157.57
10/28/2019,-0.0512%,1158.66
10/25/2019,0.0352%,1159.25
10/24/2019,0.1296%,1158.84
10/23/2019,0.1911%,1157.34
10/22/2019,0.1214%,1155.14
10/21/2019,0.01%,1153.74
10/18/2019,-0.0577%,1153.62
10/17/2019,-0.2122%,1154.29
10/16/2019,0.0073%,1156.74
10/15/2019,0.1741%,1156.66
10/14/2019,0.0551%,1154.65
10/11/2019,0.0823%,1154.01
10/10/2019,-0.0821%,1153.06
10/09/2019,0.039%,1154.01
10/08/2019,-0.1877%,1153.56
10/07/2019,0.0712%,1155.73
10/04/2019,0.3416%,1154.91
10/03/2019,0%,1150.97
10/02/2019,-0.4006%,1150.97
10/01/2019,-0.1993%,1155.6
09/30/2019,-0.1428%,1157.91
09/27/2019,0.0084%,1159.57
09/26/2019,0.0067%,1159.47
09/25/2019,-0.0374%,1159.39
09/24/2019,-0.0627%,1159.83
09/23/2019,0.197%,1160.55
09/20/2019,0.0985%,1158.27
09/19/2019,0.3441%,1157.13
09/18/2019,0.148%,1153.16
09/17/2019,0.047%,1151.46
09/16/2019,-0.3706%,1150.92
09/13/2019,-0.0016%,1155.2
09/12/2019,0.147%,1155.22
09/11/2019,0.1543%,1153.52
09/10/2019,-0.2246%,1151.74
09/09/2019,-0.1925%,1154.34
09/06/2019,-0.0749%,1156.56
09/05/2019,-0.0184%,1157.43
09/04/2019,0.0208%,1157.64
09/03/2019,0.2126%,1157.4
08/30/2019,0.2693%,1154.95
08/29/2019,0.1143%,1151.85
08/28/2019,0.3387%,1150.53
08/27/2019,-0.0374%,1146.65
08/26/2019,0.1758%,1147.08
08/23/2019,-0.4147%,1145.06
08/22/2019,-0.0108%,1149.83
08/21/2019,-0.0107%,1149.96
08/20/2019,0.1964%,1150.08
08/19/2019,0.1311%,1147.83
08/16/2019,0.2868%,1146.32
08/15/2019,-0.2298%,1143.04
08/14/2019,-0.099%,1145.68
08/13/2019,0.3227%,1146.81
08/12/2019,-0.2737%,1143.12
08/09/2019,-0.0086%,1146.26
08/08/2019,0.3871%,1146.36
08/07/2019,0.454%,1141.94
08/06/2019,-0.1937%,1136.78
08/05/2019,-0.626%,1138.98
08/02/2019,-0.1089%,1146.16
08/01/2019,-0.1557%,1147.41
07/31/2019,-0.1598%,1149.2
07/30/2019,-0.0025%,1151.04
07/29/2019,0.1394%,1151.07
07/26/2019,-0.0499%,1149.46
07/25/2019,0.0623%,1150.04
07/24/2019,0.0747%,1149.32
07/23/2019,0.2883%,1148.46
07/22/2019,-0.0742%,1145.16
07/19/2019,0.0763%,1146.01
07/18/2019,-0.0416%,1145.14
07/17/2019,-0.0486%,1145.62
07/16/2019,0.163%,1146.17
07/15/2019,0.2123%,1144.31
07/12/2019,-0.1002%,1141.88
07/11/2019,0.1689%,1143.03
07/10/2019,-0.0193%,1141.1
07/09/2019,0.0134%,1141.32
07/08/2019,-0.4772%,1141.17
07/05/2019,0.2428%,1146.64
07/03/2019,0.3244%,1143.87
07/02/2019,0.2421%,1140.17
07/01/2019,0.6361%,1137.41
06/28/2019,0.2193%,1130.22
06/27/2019,0.063%,1127.75
06/26/2019,-0.1343%,1127.04
06/25/2019,-0.167%,1128.56
06/24/2019,-0.1614%,1130.44
06/21/2019,-0.2053%,1132.27
06/20/2019,0.6002%,1134.6
06/19/2019,0.174%,1127.83
06/18/2019,0.2595%,1125.87
06/17/2019,-0.2452%,1122.96
06/14/2019,0.068%,1125.72
06/13/2019,-0.1855%,1124.95
06/12/2019,0.1542%,1127.05
06/11/2019,0.468%,1125.31
06/10/2019,0.6727%,1120.07
06/07/2019,0.0067%,1112.58
06/06/2019,0.1024%,1112.51
06/05/2019,0.2969%,1111.37
06/04/2019,-0.0563%,1108.08
06/03/2019,0.2071%,1108.71
05/31/2019,-0.0963%,1106.41
05/30/2019,-0.3677%,1107.48
05/29/2019,-0.3659%,1111.57
05/28/2019,-0.0526%,1115.65
05/24/2019,0.1084%,1116.24
05/23/2019,0.2405%,1115.03
05/22/2019,0.0456%,1112.35
05/21/2019,0.1649%,1111.85
05/20/2019,-0.3072%,1110.02
05/17/2019,-0.1804%,1113.44
05/16/2019,0.354%,1115.45
05/15/2019,0.4459%,1111.51
05/14/2019,-0.5431%,1106.58
05/13/2019,-0.8305%,1112.62
05/10/2019,0.2714%,1121.94
05/09/2019,-0.4481%,1118.9
05/08/2019,-0.2137%,1123.94
05/07/2019,-0.5571%,1126.34
05/06/2019,-0.1367%,1132.65
05/03/2019,0.124%,1134.21
05/02/2019,0.117%,1132.8
05/01/2019,0.0817%,1131.48
04/30/2019,-0.0393%,1130.55
04/29/2019,-0.0397%,1131
04/26/2019,0.2209%,1131.45
04/25/2019,0.143%,1128.95
04/24/2019,-0.0272%,1127.34
04/23/2019,0.1436%,1127.65
04/22/2019,0.059%,1126.03
04/18/2019,-0.0975%,1125.37
04/17/2019,0.1716%,1126.47
04/16/2019,0.0722%,1124.54
04/15/2019,0.1955%,1123.72
04/12/2019,-0.0834%,1121.53
04/11/2019,-0.0026%,1122.47
04/10/2019,0.0229%,1122.5
04/09/2019,-0.3449%,1122.24
04/08/2019,0.075%,1126.12
04/05/2019,0.074%,1125.28
04/04/2019,0.1099%,1124.45
04/03/2019,0.4196%,1123.21
04/02/2019,-0.5372%,1118.52
04/01/2019,0.6673%,1124.56
03/29/2019,-0.0058%,1117.11
03/28/2019,0.0199%,1117.17
03/27/2019,0.0055%,1116.95
03/26/2019,-0.0165%,1116.89
03/25/2019,-0.0347%,1117.07
03/22/2019,0.0059%,1117.46
03/21/2019,-0.1037%,1117.39
03/20/2019,-0.1176%,1118.55
03/19/2019,-0.0831%,1119.87
03/18/2019,-0.2357%,1120.8
03/15/2019,0.201%,1123.45
03/14/2019,-0.1402%,1121.2
03/13/2019,0.168%,1122.77
03/12/2019,-0.2885%,1120.89
03/11/2019,0.1944%,1124.13
03/08/2019,-0.156%,1121.95
03/07/2019,-0.2861%,1123.7
03/06/2019,-0.2069%,1126.93
03/05/2019,-0.1414%,1129.26
03/04/2019,-0.0293%,1130.86
03/01/2019,0.502%,1131.19
02/28/2019,0.0073%,1125.54
02/27/2019,-0.3787%,1125.46
02/26/2019,0.067%,1129.74
02/25/2019,0.1027%,1128.98
02/22/2019,0.2704%,1127.82
02/21/2019,-0.1706%,1124.78
02/20/2019,0.0193%,1126.71
02/19/2019,0.4416%,1126.49
02/15/2019,0.1326%,1121.54
02/14/2019,0.4449%,1120.05
02/13/2019,-0.1299%,1115.09
02/12/2019,-0.1136%,1116.54
02/11/2019,0.0487%,1117.81
02/08/2019,0.0324%,1117.27
02/07/2019,-0.2205%,1116.9
02/06/2019,-0.2397%,1119.37
02/05/2019,0.133%,1122.06
02/04/2019,0.2459%,1120.57
02/01/2019,-0.2702%,1117.82
01/31/2019,0.3035%,1120.85
01/30/2019,0.0271%,1117.46
01/29/2019,0.0069%,1117.16
01/28/2019,-0.0844%,1117.08
01/25/2019,-0.0193%,1118.02
01/24/2019,0.2775%,1118.24
01/23/2019,-0.0375%,1115.14
01/22/2019,-0.1429%,1115.56
01/18/2019,-0.2635%,1117.16
01/17/2019,-0.2112%,1120.11
01/16/2019,-0.0631%,1122.48
01/15/2019,0.1134%,1123.19
01/14/2019,-0.0392%,1121.92
01/11/2019,0.2185%,1122.36
01/10/2019,0.3357%,1119.91
01/09/2019,-0.2447%,1116.16
01/08/2019,0.0403%,1118.9
01/07/2019,0.1576%,1118.45
01/04/2019,0.2385%,1116.69
01/03/2019,0.1747%,1114.03
01/02/2019,0.6308%,1112.09
12/31/2018,0.171%,1105.12
12/28/2018,0.0735%,1103.23
12/27/2018,0.1645%,1102.42
12/26/2018,0.6011%,1100.61
12/24/2018,-0.2245%,1094.04
12/21/2018,-0.272%,1096.5
12/20/2018,-0.2484%,1099.49
12/19/2018,-0.2445%,1102.23
12/18/2018,0.2888%,1104.93
12/17/2018,-0.3906%,1101.75
12/14/2018,-0.0095%,1106.07
12/13/2018,-0.3942%,1106.17
12/12/2018,0.0719%,1110.55
12/11/2018,0.0454%,1109.75
12/10/2018,-0.1239%,1109.25
12/07/2018,-0.3744%,1110.62
12/06/2018,-0.1248%,1114.8
12/04/2018,-0.7388%,1116.19
12/03/2018,0.1284%,1124.5
11/30/2018,0.1501%,1123.06
11/29/2018,0.1577%,1121.37
11/28/2018,0.223%,1119.61
11/27/2018,-0.1739%,1117.12
11/26/2018,-0.146%,1119.06
11/23/2018,0.3232%,1120.7
11/21/2018,0.2819%,1117.09
11/20/2018,-0.1086%,1113.95
11/19/2018,-0.0818%,1115.16
11/16/2018,-0.2486%,1116.07
11/15/2018,0.1141%,1118.85
11/14/2018,-0.188%,1117.58
11/13/2018,-0.0475%,1119.68
11/12/2018,-0.6676%,1120.22
11/09/2018,-0.4242%,1127.75
11/08/2018,-0.2537%,1132.55
11/07/2018,0.118%,1135.43
11/06/2018,0.1092%,1134.09
11/05/2018,-0.0557%,1132.86
11/02/2018,0.0432%,1133.49
11/01/2018,0.3983%,1133
10/31/2018,0.695%,1128.5
10/30/2018,0.2764%,1120.72
10/29/2018,-0.6456%,1117.63
10/26/2018,-0.4292%,1124.89
10/25/2018,0.5459%,1129.74
10/24/2018,-0.826%,1123.6
10/23/2018,-0.5898%,1132.96
10/22/2018,-0.259%,1139.69
10/19/2018,-0.0279%,1142.64
10/18/2018,-0.2533%,1142.96
10/17/2018,0.0993%,1145.87
10/16/2018,0.4599%,1144.73
10/15/2018,-0.0151%,1139.49
10/12/2018,-0.0795%,1139.66
10/11/2018,-1.4231%,1140.57
10/10/2018,-0.9029%,1157.03
10/09/2018,-0.4275%,1167.58
10/08/2018,-0.4287%,1172.59
10/05/2018,-0.5174%,1177.64
10/04/2018,-0.7202%,1183.76
10/03/2018,0.4835%,1192.35
10/02/2018,-0.401%,1186.61
10/01/2018,0.2667%,1191.39
09/28/2018,0.0356%,1188.22
09/27/2018,0.0217%,1187.8
09/26/2018,-0.3271%,1187.54
09/25/2018,-0.0423%,1191.44
09/24/2018,0.0558%,1191.94
09/21/2018,-0.0932%,1191.28
09/20/2018,0.0231%,1192.39
09/19/2018,-0.2554%,1192.11
09/18/2018,0.4332%,1195.17
09/17/2018,-0.1892%,1190.01
09/14/2018,0.273%,1192.27
09/13/2018,-0.2076%,1189.02
09/12/2018,-0.0858%,1191.49
09/11/2018,0.2037%,1192.52
09/10/2018,0.083%,1190.09
09/07/2018,0.0753%,1189.11
09/06/2018,-0.7348%,1188.21
09/05/2018,-0.5444%,1197.01
09/04/2018,0.0718%,1203.56
08/31/2018,-0.098%,1202.7
08/30/2018,0.0483%,1203.88
08/29/2018,0.0918%,1203.29
08/28/2018,0.0252%,1202.19
08/27/2018,0.1872%,1201.89
08/24/2018,-0.1387%,1199.64
08/23/2018,0.1813%,1201.31
08/22/2018,0.0445%,1199.14
08/21/2018,-0.0246%,1198.6
08/20/2018,-0.0142%,1198.9
08/17/2018,0.1934%,1199.07
08/16/2018,0.2082%,1196.75
08/15/2018,-0.1963%,1194.27
08/14/2018,0.3792%,1196.61
08/13/2018,-0.4998%,1192.09
08/10/2018,-0.1637%,1198.08
08/09/2018,0.0534%,1200.05
08/08/2018,-0.1191%,1199.41
08/07/2018,0.0431%,1200.84
08/06/2018,0.1376%,1200.32
08/03/2018,-0.1161%,1198.67
08/02/2018,0.2962%,1200.06
08/01/2018,0.0205%,1196.52
07/31/2018,0.0273%,1196.27
07/30/2018,-0.2565%,1195.95
07/27/2018,-0.3059%,1199.02
07/26/2018,0.2489%,1202.7
07/25/2018,-0.1895%,1199.72
07/24/2018,-0.1104%,1201.99
07/23/2018,0.0188%,1203.32
07/20/2018,-0.4934%,1203.1
07/19/2018,0.1619%,1209.06
07/18/2018,0.1651%,1207.11
07/17/2018,0.1724%,1205.12
07/16/2018,-0.9746%,1203.04
07/13/2018,0.2128%,1214.88
07/12/2018,0.381%,1212.3
07/11/2018,-0.4476%,1207.7
07/10/2018,0.2421%,1213.13
07/09/2018,0.3405%,1210.2
07/06/2018,-0.0258%,1206.09
07/05/2018,0.1842%,1206.41
07/03/2018,0.0938%,1204.19
07/02/2018,0.3001%,1203.06
06/29/2018,0.5762%,1199.46
06/28/2018,-0.2208%,1192.59
06/27/2018,-0.3012%,1195.23
06/26/2018,0.1332%,1198.84
06/25/2018,-0.6116%,1197.24
06/22/2018,0.3554%,1204.61
06/21/2018,-0.5667%,1200.34
06/20/2018,0.2018%,1207.19
06/19/2018,-0.5587%,1204.75
06/18/2018,-0.1365%,1211.52
06/15/2018,-0.2802%,1213.18
06/14/2018,-0.3579%,1216.59
06/13/2018,-0.2153%,1220.96
06/12/2018,0.0179%,1223.59
06/11/2018,0.0578%,1223.37
06/08/2018,-0.1107%,1222.67
06/07/2018,0.0424%,1224.02
06/06/2018,0.2999%,1223.5
06/05/2018,0.19%,1219.84
06/04/2018,-0.075%,1217.53
06/01/2018,0.0753%,1218.44
05/31/2018,-0.0413%,1217.53
05/30/2018,0.5928%,1218.03
05/29/2018,-0.7293%,1210.85
05/25/2018,-0.2282%,1219.75
05/24/2018,-0.233%,1222.54
05/23/2018,-0.5266%,1225.39
05/22/2018,0.1086%,1231.88
05/21/2018,0.0279%,1230.54
05/18/2018,-0.0611%,1230.2
05/17/2018,0.2553%,1230.95
05/16/2018,0.3614%,1227.82
05/15/2018,-0.1173%,1223.4
05/14/2018,0.0015%,1224.83
05/11/2018,0.4096%,1224.82
05/10/2018,0.0786%,1219.82
05/09/2018,0.367%,1218.86
05/08/2018,-0.2679%,1214.41
05/07/2018,0.3373%,1217.67
05/04/2018,0.1257%,1213.57
05/03/2018,-0.4127%,1212.05
05/02/2018,0.1946%,1217.07
05/01/2018,-0.0362%,1214.71
04/30/2018,-0.1523%,1215.15
04/27/2018,-0.2003%,1217
04/26/2018,-0.0879%,1219.45
04/25/2018,-0.1469%,1220.52
04/24/2018,-0.2176%,1222.31
04/23/2018,-0.2737%,1224.98
04/20/2018,-0.1191%,1228.34
04/19/2018,-0.3207%,1229.81
04/18/2018,0.347%,1233.76
04/17/2018,0.3284%,1229.5
04/16/2018,0.3303%,1225.47
04/13/2018,-0.0214%,1221.44
04/12/2018,0.1965%,1221.7
04/11/2018,0.0102%,1219.31
04/10/2018,0.7766%,1219.18
04/09/2018,0.066%,1209.78
04/06/2018,-0.636%,1208.99
04/05/2018,0.0648%,1216.73
04/04/2018,-0.1133%,1215.94
04/03/2018,0.3693%,1217.32
04/02/2018,-0.2106%,1212.84
03/29/2018,0.4785%,1215.4
03/28/2018,-0.6874%,1209.61
03/27/2018,-0.6499%,1217.98
03/26/2018,0.565%,1225.95
03/23/2018,-0.7346%,1219.06
03/22/2018,-0.9788%,1228.08
03/21/2018,0.2462%,1240.22
03/20/2018,-0.0527%,1237.18
03/19/2018,-0.7263%,1237.83
03/16/2018,0.0387%,1246.88
03/15/2018,-0.4618%,1246.4
03/14/2018,-0.4108%,1252.18
03/13/2018,-0.4635%,1257.35
03/12/2018,0.3551%,1263.2
03/09/2018,0.4155%,1258.73
03/08/2018,-0.057%,1253.52
03/07/2018,0.0736%,1254.24
03/06/2018,0.4451%,1253.32
03/05/2018,0.4306%,1247.76
03/02/2018,0.405%,1242.41
03/01/2018,-0.2007%,1237.4
02/28/2018,-0.8151%,1239.89
02/27/2018,-1.7631%,1250.08
02/26/2018,0.0276%,1272.52
02/23/2018,0.2702%,1272.17
02/22/2018,-0.2702%,1268.74
02/21/2018,0.0424%,1272.17
02/20/2018,-0.2623%,1271.64
02/16/2018,0.1323%,1274.98
02/15/2018,0.5156%,1273.3
02/14/2018,0.9635%,1266.76
02/13/2018,0.1034%,1254.68
02/12/2018,0.6262%,1253.38
02/09/2018,-0.2098%,1245.58
02/08/2018,-1.2756%,1248.2
02/07/2018,0.0228%,1264.33
02/06/2018,-0.3619%,1264.04
02/05/2018,-1.1225%,1268.63
02/02/2018,-0.9624%,1283.03
02/01/2018,-0.0495%,1295.5
01/31/2018,-0.0583%,1296.14
01/30/2018,-0.713%,1296.89
01/29/2018,-0.2879%,1306.21
01/26/2018,0.3953%,1309.98
01/25/2018,0.0662%,1304.82
01/24/2018,0.1814%,1303.96
01/23/2018,0.3343%,1301.6
01/22/2018,0.3501%,1297.26
01/19/2018,0.2795%,1292.73
01/18/2018,0.013%,1289.13
01/17/2018,0.0136%,1288.96
01/16/2018,-0.3292%,1288.79
01/12/2018,0.3134%,1293.04
01/11/2018,0.4422%,1289
01/10/2018,0.1922%,1283.33
01/09/2018,0.1341%,1280.87
01/08/2018,-0.013%,1279.15
01/05/2018,0.0748%,1279.32
01/04/2018,0.2728%,1278.36
01/03/2018,0.3475%,1274.88
01/02/2018,0.5467%,1270.47
12/29/2017,0.0463%,1263.56
12/28/2017,0.1784%,1262.98
12/27/2017,-0.0266%,1260.73
12/26/2017,-0.0771%,1261.07
12/22/2017,0.2521%,1262.04
12/21/2017,0.4642%,1258.86
12/20/2017,0.1608%,1253.05
12/19/2017,0.0531%,1251.04
12/18/2017,0.5544%,1250.37
12/15/2017,0.3423%,1243.48
12/14/2017,-0.2822%,1239.24
12/13/2017,-0.1982%,1242.74
12/12/2017,-0.3207%,1245.21
12/11/2017,0.3255%,1249.22
12/08/2017,0.531%,1245.16
12/07/2017,0.4224%,1238.59
12/06/2017,-0.4935%,1233.38
12/05/2017,-0.2958%,1239.49
12/04/2017,-0.3066%,1243.17
12/01/2017,-0.0033%,1246.99
11/30/2017,0.2281%,1247.04
11/29/2017,-0.0243%,1244.2
11/28/2017,0.106%,1244.5
11/27/2017,-0.2582%,1243.18
11/24/2017,0.0676%,1246.4
11/22/2017,0.1253%,1245.56
11/21/2017,0.4043%,1244
11/20/2017,-0.0958%,1238.99
11/17/2017,0.1882%,1240.18
11/16/2017,0.4232%,1237.85
11/15/2017,-0.039%,1232.63
11/14/2017,-0.4219%,1233.11
11/13/2017,-0.2798%,1238.34
11/10/2017,0.1184%,1241.81
11/09/2017,-0.4548%,1240.34
11/08/2017,-0.5927%,1246.01
11/07/2017,-0.2057%,1253.44
11/06/2017,0.6005%,1256.02
11/03/2017,0.0901%,1248.53
11/02/2017,-0.355%,1247.4
11/01/2017,0.2308%,1251.85
10/31/2017,0.3077%,1248.97
