Source: Hedge Fund Research Inc. Copyright 2023 HFR Inc. - www.hfr.com

Name,Ticker,Strategy,Substrategy,Region,Currency
HFRX EH: Equity Market Neutral Index,HFRXEMN,,Equity Market Neutral,Global,USD
Date,Daily ROR,Index Value
08/26/2020,-0.2576%,893.82
08/25/2020,-0.2303%,896.13
08/24/2020,0.7423%,898.2
08/21/2020,-0.1428%,891.58
08/20/2020,-0.4774%,892.86
08/19/2020,0.1366%,897.14
08/18/2020,-0.1962%,895.91
08/17/2020,-0.2255%,897.68
08/14/2020,-0.1295%,899.7
08/13/2020,-0.4811%,900.87
08/12/2020,-0.0096%,905.23
08/11/2020,1.0146%,905.31
08/10/2020,0.2227%,896.22
08/07/2020,-0.0667%,894.23
08/06/2020,-0.4728%,894.83
08/05/2020,0.1468%,899.08
08/04/2020,0.7969%,897.76
08/03/2020,0%,890.66
07/31/2020,0.014%,890.66
07/30/2020,-1.2427%,890.54
07/29/2020,-0.7416%,901.74
07/28/2020,0.1529%,908.48
07/27/2020,-0.4854%,907.09
07/24/2020,0.4753%,911.52
07/23/2020,-0.2529%,907.21
07/22/2020,-0.0046%,909.51
07/21/2020,-0.0157%,909.55
07/20/2020,-0.0182%,909.69
07/17/2020,-0.112%,909.86
07/16/2020,0.4069%,910.88
07/15/2020,0.147%,907.19
07/14/2020,0.0348%,905.85
07/13/2020,0.4215%,905.54
07/10/2020,0.3634%,901.74
07/09/2020,-0.5902%,898.47
07/08/2020,-0.6751%,903.81
07/07/2020,0.1567%,909.95
07/06/2020,0.0055%,908.53
07/02/2020,0.3579%,908.48
07/01/2020,-0.1582%,905.24
06/30/2020,-0.1331%,906.67
06/29/2020,0.5704%,907.88
06/26/2020,-0.2574%,902.73
06/25/2020,0.2019%,905.06
06/24/2020,-0.3692%,903.24
06/23/2020,0.5357%,906.58
06/22/2020,-0.0354%,901.75
06/19/2020,0.0196%,902.07
06/18/2020,-0.0329%,901.9
06/17/2020,-0.0165%,902.19
06/16/2020,0.2867%,902.34
06/15/2020,0.0989%,899.76
06/12/2020,-0.207%,898.87
06/11/2020,-0.0259%,900.74
06/10/2020,-0.885%,900.97
06/09/2020,-0.1704%,909.02
06/08/2020,0.3988%,910.57
06/05/2020,0.9531%,906.95
06/04/2020,0.2596%,898.39
06/03/2020,0.5129%,896.06
06/02/2020,0.2087%,891.49
06/01/2020,0%,889.63
05/29/2020,-0.2539%,889.63
05/28/2020,0.0634%,891.9
05/27/2020,1.4034%,891.33
05/26/2020,0.5434%,879
05/22/2020,1.3642%,874.25
05/21/2020,-0.3913%,862.48
05/20/2020,-0.0774%,865.87
05/19/2020,0.0821%,866.54
05/18/2020,0.6704%,865.83
05/15/2020,0.131%,860.06
05/14/2020,-0.0613%,858.94
05/13/2020,-0.1242%,859.47
05/12/2020,-0.1341%,860.53
05/11/2020,-0.246%,861.69
05/08/2020,0%,863.82
05/07/2020,-0.0815%,863.82
05/06/2020,-0.7234%,864.52
05/05/2020,0.0074%,870.82
05/04/2020,0%,870.75
05/01/2020,-0.1501%,870.75
04/30/2020,-0.9965%,872.06
04/29/2020,1.0872%,880.84
04/28/2020,0.5531%,871.37
04/27/2020,0.555%,866.57
04/24/2020,-0.2583%,861.79
04/23/2020,1.1808%,864.02
04/22/2020,0.1306%,853.94
04/21/2020,-0.3495%,852.83
04/20/2020,-0.4017%,855.82
04/17/2020,-0.115%,859.27
04/16/2020,0.0143%,860.26
04/15/2020,-1.3963%,860.14
04/14/2020,-1.4745%,872.32
04/13/2020,-0.0622%,885.37
04/09/2020,0%,885.92
04/08/2020,0.6545%,885.92
04/07/2020,0.0583%,880.16
04/06/2020,0.7501%,879.65
04/03/2020,-0.2616%,873.1
04/02/2020,0.0778%,875.39
04/01/2020,-0.6088%,874.71
03/31/2020,-0.0212%,880.07
03/30/2020,-0.766%,880.25
03/27/2020,-1.9283%,887.05
03/26/2020,0.1448%,904.49
03/25/2020,0.665%,903.18
03/24/2020,1.5629%,897.22
03/23/2020,1.5421%,883.41
03/20/2020,0%,869.99
03/19/2020,-0.646%,869.99
03/18/2020,-1.5691%,875.65
03/17/2020,-0.3876%,889.61
03/16/2020,0.2225%,893.07
03/13/2020,-0.4007%,891.09
03/12/2020,-1.1604%,894.67
03/11/2020,-0.0445%,905.18
03/10/2020,-0.0205%,905.58
03/09/2020,-1.579%,905.76
03/06/2020,-0.5398%,920.3
03/05/2020,-0.4635%,925.29
03/04/2020,-0.439%,929.6
03/03/2020,-0.0812%,933.7
03/02/2020,-0.1191%,934.46
02/28/2020,0%,935.57
02/27/2020,-0.0986%,935.57
02/26/2020,-0.1068%,936.5
02/25/2020,0.0376%,937.5
02/24/2020,-0.078%,937.14
02/21/2020,-0.001%,937.88
02/20/2020,0.2346%,937.88
02/19/2020,0.1372%,935.69
02/18/2020,-0.3455%,934.41
02/14/2020,-0.2976%,937.65
02/13/2020,-0.1685%,940.45
02/12/2020,0.117%,942.03
02/11/2020,0.3368%,940.93
02/10/2020,-0.4854%,937.77
02/07/2020,-0.0312%,942.35
02/06/2020,0.1653%,942.64
02/05/2020,0.4076%,941.09
02/04/2020,-0.0631%,937.27
02/03/2020,-0.2018%,937.86
01/31/2020,-0.1607%,939.75
01/30/2020,-0.333%,941.27
01/29/2020,0.0525%,944.41
01/28/2020,0.13%,943.92
01/27/2020,-0.0219%,942.69
01/24/2020,-0.0318%,942.9
01/23/2020,-0.3776%,943.2
01/22/2020,0.3792%,946.77
01/21/2020,-0.5228%,943.2
01/17/2020,0.1237%,948.15
01/16/2020,0.0306%,946.98
01/15/2020,-0.271%,946.69
01/14/2020,-0.1084%,949.26
01/13/2020,-0.1495%,950.29
01/10/2020,-0.0164%,951.72
01/09/2020,-0.0232%,951.87
01/08/2020,0.0071%,952.09
01/07/2020,0.0174%,952.03
01/06/2020,0.0461%,951.86
01/03/2020,-0.4044%,951.42
01/02/2020,0.0821%,955.28
12/31/2019,0.0038%,954.5
12/30/2019,-0.1684%,954.47
12/27/2019,-0.3187%,956.07
12/26/2019,0%,959.13
12/24/2019,0%,959.13
12/23/2019,-0.6177%,959.13
12/20/2019,0.1245%,965.09
12/19/2019,-0.3371%,963.89
12/18/2019,-0.067%,967.15
12/17/2019,0.2004%,967.8
12/16/2019,-0.0565%,965.87
12/13/2019,0.3089%,966.41
12/12/2019,0.2298%,963.44
12/11/2019,0.0358%,961.23
12/10/2019,-0.1216%,960.88
12/09/2019,-0.0163%,962.05
12/06/2019,-0.0185%,962.21
12/05/2019,-0.0129%,962.39
12/04/2019,0.2539%,962.51
12/03/2019,-0.1069%,960.08
12/02/2019,-0.1325%,961.1
11/29/2019,-0.124%,962.38
11/27/2019,0.4473%,963.57
11/26/2019,-0.149%,959.28
11/25/2019,-0.0179%,960.71
11/22/2019,0.1314%,960.89
11/21/2019,-0.0909%,959.63
11/20/2019,-0.1551%,960.5
11/19/2019,-0.3176%,961.99
11/18/2019,0.027%,965.05
11/15/2019,0.2202%,964.79
11/14/2019,-0.1766%,962.67
11/13/2019,-0.3881%,964.38
11/12/2019,0.0304%,968.13
11/11/2019,0.04%,967.84
11/08/2019,-0.063%,967.45
11/07/2019,0.0899%,968.06
11/06/2019,0.3254%,967.19
11/05/2019,-0.0656%,964.06
11/04/2019,0.2521%,964.69
11/01/2019,-0.3365%,962.26
10/31/2019,0.1435%,965.51
10/30/2019,-0.2748%,964.13
10/29/2019,0.2701%,966.78
10/28/2019,-0.1379%,964.18
10/25/2019,-0.0616%,965.51
10/24/2019,-0.2906%,966.11
10/23/2019,0.0306%,968.92
10/22/2019,-0.0013%,968.63
10/21/2019,0.1223%,968.64
10/18/2019,0.0667%,967.46
10/17/2019,0.1145%,966.81
10/16/2019,0.217%,965.71
10/15/2019,-0.1565%,963.62
10/14/2019,-0.1007%,965.13
10/11/2019,0.6729%,966.1
10/10/2019,0.4009%,959.64
10/09/2019,-0.0246%,955.81
10/08/2019,0.0092%,956.04
10/07/2019,0.2337%,955.96
10/04/2019,-0.2382%,953.73
10/03/2019,-0.2729%,956
10/02/2019,-0.2017%,958.62
10/01/2019,0.0222%,960.56
09/30/2019,0.138%,960.34
09/27/2019,0.2483%,959.02
09/26/2019,-0.0982%,956.65
09/25/2019,0.3045%,957.59
09/24/2019,0.0655%,954.68
09/23/2019,-0.2964%,954.05
09/20/2019,0.1355%,956.89
09/19/2019,0.2867%,955.6
09/18/2019,-0.005%,952.86
09/17/2019,-0.0149%,952.91
09/16/2019,-0.2837%,953.05
09/13/2019,0.357%,955.77
09/12/2019,0.0893%,952.37
09/11/2019,-0.283%,951.52
09/10/2019,0.2007%,954.22
09/09/2019,0.2177%,952.31
09/06/2019,0.1469%,950.24
09/05/2019,0.2415%,948.84
09/04/2019,0.0779%,946.56
09/03/2019,0.1107%,945.82
08/30/2019,-0.0175%,944.77
08/29/2019,-0.0473%,944.94
08/28/2019,0.099%,945.39
08/27/2019,0.0072%,944.45
08/26/2019,-0.1253%,944.38
08/23/2019,0.0008%,945.57
08/22/2019,0.3836%,945.56
08/21/2019,-0.4632%,941.95
08/20/2019,-0.3015%,946.33
08/19/2019,0.0038%,949.19
08/16/2019,0.361%,949.16
08/15/2019,-0.2122%,945.74
08/14/2019,-0.3681%,947.75
08/13/2019,0.4119%,951.26
08/12/2019,-0.0252%,947.35
08/09/2019,-0.3689%,947.59
08/08/2019,0.2925%,951.1
08/07/2019,-0.0593%,948.33
08/06/2019,-0.3795%,948.89
08/05/2019,-0.1754%,952.51
08/02/2019,0.0299%,954.18
08/01/2019,-0.1637%,953.89
07/31/2019,-0.2259%,955.46
07/30/2019,-0.5377%,957.62
07/29/2019,0.1917%,962.8
07/26/2019,0.026%,960.96
07/25/2019,0.1422%,960.71
07/24/2019,0.0679%,959.34
07/23/2019,0.0298%,958.69
07/22/2019,-0.218%,958.41
07/19/2019,-0.145%,960.5
07/18/2019,0.127%,961.89
07/17/2019,-0.2522%,960.67
07/16/2019,0.082%,963.1
07/15/2019,0.0465%,962.31
07/12/2019,0.0853%,961.87
07/11/2019,-0.0053%,961.05
07/10/2019,0.008%,961.1
07/09/2019,-0.0975%,961.02
07/08/2019,-0.0968%,961.96
07/05/2019,0.082%,962.89
07/03/2019,-0.0782%,962.1
07/02/2019,-0.0272%,962.86
07/01/2019,0.0826%,963.12
06/28/2019,0.1725%,962.32
06/27/2019,0.0399%,960.67
06/26/2019,0.4134%,960.28
06/25/2019,-0.0327%,956.33
06/24/2019,-0.125%,956.64
06/21/2019,-0.1422%,957.84
06/20/2019,-0.2098%,959.2
06/19/2019,0.048%,961.22
06/18/2019,0.0102%,960.76
06/17/2019,0.0215%,960.66
06/14/2019,0.0075%,960.45
06/13/2019,0.0115%,960.38
06/12/2019,-0.1859%,960.27
06/11/2019,0.0591%,962.06
06/10/2019,0.1304%,961.49
06/07/2019,-0.0319%,960.24
06/06/2019,0.0404%,960.55
06/05/2019,-0.0681%,960.16
06/04/2019,0.2618%,960.81
06/03/2019,-0.2733%,958.3
05/31/2019,-0.1146%,960.93
05/30/2019,-0.0351%,962.03
05/29/2019,-0.0083%,962.37
05/28/2019,-0.0167%,962.45
05/24/2019,-0.0167%,962.61
05/23/2019,0.1271%,962.77
05/22/2019,-0.1181%,961.55
05/21/2019,-0.0242%,962.69
05/20/2019,0.0092%,962.92
05/17/2019,0.0276%,962.83
05/16/2019,0.0785%,962.57
05/15/2019,0.0143%,961.81
05/14/2019,-0.0298%,961.67
05/13/2019,-0.0274%,961.96
05/10/2019,-0.0733%,962.22
05/09/2019,0.0649%,962.93
05/08/2019,-0.2446%,962.3
05/07/2019,-0.0275%,964.66
05/06/2019,0.0086%,964.93
05/03/2019,0.0698%,964.85
05/02/2019,0.1235%,964.17
05/01/2019,0.0662%,962.98
04/30/2019,-0.041%,962.35
04/29/2019,0.0599%,962.74
04/26/2019,-0.0553%,962.17
04/25/2019,-0.0161%,962.7
04/24/2019,-0.2965%,962.85
04/23/2019,-0.1402%,965.72
04/22/2019,0.0069%,967.07
04/18/2019,-0.0243%,967.01
04/17/2019,0.0457%,967.24
04/16/2019,-0.0158%,966.8
04/15/2019,0.0184%,966.95
04/12/2019,0.0416%,966.77
04/11/2019,0.0184%,966.37
04/10/2019,-0.0691%,966.19
04/09/2019,0.0615%,966.86
04/08/2019,-0.0614%,966.27
04/05/2019,-0.037%,966.86
04/04/2019,-0.007%,967.22
04/03/2019,-0.0035%,967.29
04/02/2019,0.0106%,967.32
04/01/2019,0%,967.22
03/29/2019,-0.2479%,967.22
03/28/2019,0.1298%,969.62
03/27/2019,0.0116%,968.37
03/26/2019,-0.007%,968.25
03/25/2019,-0.0268%,968.32
03/22/2019,0.0024%,968.58
03/21/2019,0.0024%,968.56
03/20/2019,-0.0183%,968.53
03/19/2019,0.1087%,968.71
03/18/2019,-0.1911%,967.66
03/15/2019,-0.0177%,969.51
03/14/2019,-0.057%,969.68
03/13/2019,0.2857%,970.24
03/12/2019,-0.0987%,967.47
03/11/2019,0.0445%,968.43
03/08/2019,0.0395%,968
03/07/2019,0.499%,967.62
03/06/2019,0.0867%,962.81
03/05/2019,0.2299%,961.98
03/04/2019,-0.2412%,959.77
03/01/2019,0.213%,962.09
02/28/2019,-0.1597%,960.05
02/27/2019,-0.2323%,961.58
02/26/2019,-0.1049%,963.82
02/25/2019,-0.271%,964.83
02/22/2019,-0.3053%,967.45
02/21/2019,0.3433%,970.42
02/20/2019,-0.2084%,967.1
02/19/2019,-0.1736%,969.12
02/15/2019,0.031%,970.8
02/14/2019,-0.0998%,970.5
02/13/2019,-0.0087%,971.47
02/12/2019,0.2608%,971.56
02/11/2019,-0.1102%,969.03
02/08/2019,0.1011%,970.1
02/07/2019,0.0618%,969.12
02/06/2019,0.0073%,968.52
02/05/2019,0.0245%,968.45
02/04/2019,0.106%,968.21
02/01/2019,-0.6918%,967.19
01/31/2019,0.0158%,973.92
01/30/2019,0.169%,973.77
01/29/2019,0.3192%,972.13
01/28/2019,0.002%,969.04
01/25/2019,-0.268%,969.02
01/24/2019,-0.1428%,971.62
01/23/2019,0.2688%,973.01
01/22/2019,-0.0478%,970.4
01/18/2019,0.1794%,970.86
01/17/2019,0.0382%,969.13
01/16/2019,-0.0234%,968.76
01/15/2019,-0.0524%,968.98
01/14/2019,-0.1544%,969.49
01/11/2019,0.0004%,970.99
01/10/2019,-0.0049%,970.99
01/09/2019,-0.188%,971.03
01/08/2019,0.0039%,972.86
01/07/2019,-0.1094%,972.83
01/04/2019,0.081%,973.89
01/03/2019,0.0303%,973.1
01/02/2019,0.0154%,972.81
12/31/2018,0.3255%,972.66
12/28/2018,0.0202%,969.5
12/27/2018,-0.1455%,969.31
12/26/2018,0.1579%,970.72
12/24/2018,-0.2384%,969.19
12/21/2018,-0.2173%,971.5
12/20/2018,-0.009%,973.62
12/19/2018,-0.1787%,973.71
12/18/2018,0.0021%,975.45
12/17/2018,0.0897%,975.43
12/14/2018,-0.0054%,974.56
12/13/2018,-0.1592%,974.61
12/12/2018,-0.1225%,976.16
12/11/2018,0.1035%,977.36
12/10/2018,0.3043%,976.35
12/07/2018,0.0034%,973.39
12/06/2018,-0.473%,973.36
12/04/2018,-0.0278%,977.98
12/03/2018,0.1413%,978.25
11/30/2018,0.3889%,976.87
11/29/2018,0.2344%,973.09
11/28/2018,-0.1009%,970.81
11/27/2018,-0.1974%,971.79
11/26/2018,-0.077%,973.72
11/23/2018,-0.2334%,974.47
11/21/2018,-0.0999%,976.75
11/20/2018,-0.4632%,977.72
11/19/2018,-0.5739%,982.27
11/16/2018,-0.045%,987.94
11/15/2018,-0.0777%,988.39
11/14/2018,-0.4025%,989.16
11/13/2018,-0.2876%,993.15
11/12/2018,0.1812%,996.02
11/09/2018,0.0019%,994.22
11/08/2018,0.3369%,994.2
11/07/2018,0.1107%,990.86
11/06/2018,0.1966%,989.76
11/05/2018,0.0736%,987.82
11/02/2018,0.0112%,987.1
11/01/2018,-0.5251%,986.99
10/31/2018,0.2966%,992.2
10/30/2018,-0.0131%,989.26
10/29/2018,-0.2115%,989.39
10/26/2018,0.034%,991.49
10/25/2018,0.0319%,991.15
10/24/2018,-0.0158%,990.83
10/23/2018,-0.3413%,990.99
10/22/2018,-0.1928%,994.38
10/19/2018,0.07%,996.31
10/18/2018,0.0777%,995.61
10/17/2018,0.0686%,994.84
10/16/2018,0.0898%,994.15
10/15/2018,0.0236%,993.26
10/12/2018,0.1223%,993.03
10/11/2018,-0.1826%,991.81
10/10/2018,-0.7283%,993.63
10/09/2018,0.0392%,1000.92
10/08/2018,-0.2445%,1000.53
10/05/2018,0.1578%,1002.98
10/04/2018,-0.1619%,1001.4
10/03/2018,-0.0724%,1003.02
10/02/2018,-0.0169%,1003.75
10/01/2018,0.453%,1003.92
09/28/2018,0.1322%,999.39
09/27/2018,-0.1553%,998.07
09/26/2018,0.0754%,999.62
09/25/2018,0.1459%,998.87
09/24/2018,-0.0586%,997.42
09/21/2018,-0.1717%,998
09/20/2018,0.0759%,999.72
09/19/2018,-0.2255%,998.96
09/18/2018,-0.0126%,1001.22
09/17/2018,-0.1952%,1001.34
09/14/2018,0.0072%,1003.3
09/13/2018,-0.225%,1003.23
09/12/2018,0.1551%,1005.49
09/11/2018,0.1598%,1003.94
09/10/2018,-0.0049%,1002.33
09/07/2018,-0.0783%,1002.38
09/06/2018,0.0268%,1003.17
09/05/2018,-0.4168%,1002.9
09/04/2018,-0.0625%,1007.1
08/31/2018,0.0028%,1007.73
08/30/2018,0.0477%,1007.7
08/29/2018,0.3354%,1007.22
08/28/2018,-0.0253%,1003.85
08/27/2018,0.0122%,1004.1
08/24/2018,-0.1627%,1003.98
08/23/2018,0.1942%,1005.62
08/22/2018,-0.2363%,1003.67
08/21/2018,-0.2269%,1006.05
08/20/2018,0.1311%,1008.33
08/17/2018,0.0673%,1007.01
08/16/2018,-0.1275%,1006.34
08/15/2018,0.1132%,1007.62
08/14/2018,0.1742%,1006.48
08/13/2018,-0.0437%,1004.73
08/10/2018,0.1457%,1005.17
08/09/2018,-0.056%,1003.71
08/08/2018,-0.1117%,1004.27
08/07/2018,0.0803%,1005.39
08/06/2018,0.1592%,1004.59
08/03/2018,0.0543%,1002.99
08/02/2018,-0.2646%,1002.45
08/01/2018,0.0246%,1005.1
07/31/2018,-0.2181%,1004.86
07/30/2018,-0.1677%,1007.05
07/27/2018,-0.2125%,1008.75
07/26/2018,-0.2297%,1010.89
07/25/2018,0.2625%,1013.22
07/24/2018,0.0697%,1010.57
07/23/2018,-0.177%,1009.86
07/20/2018,0.0232%,1011.65
07/19/2018,0.0763%,1011.42
07/18/2018,0.2364%,1010.65
07/17/2018,0.1415%,1008.26
07/16/2018,-0.1794%,1006.84
07/13/2018,0.4283%,1008.65
07/12/2018,0.1366%,1004.35
07/11/2018,-0.2149%,1002.98
07/10/2018,0.3275%,1005.14
07/09/2018,0.0926%,1001.85
07/06/2018,-0.1162%,1000.93
07/05/2018,-0.2313%,1002.09
07/03/2018,-0.071%,1004.41
07/02/2018,-0.12%,1005.13
06/29/2018,0.0525%,1006.34
06/28/2018,-0.2047%,1005.81
06/27/2018,0.256%,1007.87
06/26/2018,0.1137%,1005.3
06/25/2018,-0.2958%,1004.16
06/22/2018,-0.1062%,1007.13
06/21/2018,-0.0653%,1008.21
06/20/2018,0.0948%,1008.86
06/19/2018,-0.1997%,1007.91
06/18/2018,-0.0593%,1009.93
06/15/2018,-0.0201%,1010.52
06/14/2018,-0.1843%,1010.73
06/13/2018,0.0889%,1012.59
06/12/2018,-0.1804%,1011.7
06/11/2018,-0.0339%,1013.52
06/08/2018,0.0221%,1013.87
06/07/2018,0.0152%,1013.64
06/06/2018,-0.0768%,1013.49
06/05/2018,0.1192%,1014.27
06/04/2018,0.1547%,1013.06
06/01/2018,-0.0988%,1011.49
05/31/2018,0.0192%,1012.5
05/30/2018,0.2226%,1012.3
05/29/2018,-0.2794%,1010.05
05/25/2018,-0.0977%,1012.88
05/24/2018,0.1585%,1013.87
05/23/2018,-0.4261%,1012.27
05/22/2018,-0.2235%,1016.6
05/21/2018,-0.0745%,1018.88
05/18/2018,0.1139%,1019.64
05/17/2018,-0.124%,1018.48
05/16/2018,0.0323%,1019.74
05/15/2018,0.2397%,1019.41
05/14/2018,-0.2375%,1016.97
05/11/2018,0.2865%,1019.39
05/10/2018,0.0497%,1016.48
05/09/2018,-0.0676%,1015.98
05/08/2018,0.1303%,1016.67
05/07/2018,0.1299%,1015.34
05/04/2018,-0.0864%,1014.02
05/03/2018,0.0884%,1014.9
05/02/2018,0.2874%,1014.01
05/01/2018,0.0046%,1011.1
04/30/2018,-0.2286%,1011.05
04/27/2018,-0.0322%,1013.37
04/26/2018,-0.2425%,1013.7
04/25/2018,-0.3293%,1016.16
04/24/2018,-0.0566%,1019.52
04/23/2018,0.3729%,1020.1
04/20/2018,-0.1686%,1016.31
04/19/2018,0.151%,1018.02
04/18/2018,0.0087%,1016.49
04/17/2018,-0.177%,1016.4
04/16/2018,0.043%,1018.2
04/13/2018,-0.1945%,1017.76
04/12/2018,0.0587%,1019.75
04/11/2018,-0.0757%,1019.15
04/10/2018,0.5704%,1019.92
04/09/2018,-0.0363%,1014.14
04/06/2018,0.0094%,1014.51
04/05/2018,0.2426%,1014.41
04/04/2018,0.0053%,1011.96
04/03/2018,-0.0268%,1011.9
04/02/2018,0.0373%,1012.17
03/29/2018,0.4201%,1011.8
03/28/2018,-0.6926%,1007.57
03/27/2018,0.0686%,1014.59
03/26/2018,0.1267%,1013.9
03/23/2018,-0.5888%,1012.61
03/22/2018,-0.2707%,1018.61
03/21/2018,0.132%,1021.37
03/20/2018,0.3529%,1020.03
03/19/2018,0.0535%,1016.44
03/16/2018,0.1265%,1015.9
03/15/2018,0.3399%,1014.62
03/14/2018,0.0438%,1011.18
03/13/2018,-0.0369%,1010.74
03/12/2018,-0.0719%,1011.11
03/09/2018,0.2005%,1011.84
03/08/2018,-0.3539%,1009.81
03/07/2018,0.2768%,1013.4
03/06/2018,0.2579%,1010.6
03/05/2018,-0.1074%,1008
03/02/2018,-0.3374%,1009.09
03/01/2018,-0.0866%,1012.5
02/28/2018,0.0775%,1013.38
02/27/2018,-0.2061%,1012.59
02/26/2018,0.1533%,1014.69
02/23/2018,-0.1974%,1013.13
02/22/2018,-0.1717%,1015.14
02/21/2018,0.2952%,1016.88
02/20/2018,0.161%,1013.89
02/16/2018,-0.0614%,1012.26
02/15/2018,0.0681%,1012.88
02/14/2018,0.2315%,1012.19
02/13/2018,0.0042%,1009.86
02/12/2018,0.3569%,1009.81
02/09/2018,-0.2094%,1006.22
02/08/2018,-0.8026%,1008.33
02/07/2018,0.1436%,1016.49
02/06/2018,-0.1349%,1015.03
02/05/2018,-0.0367%,1016.41
02/02/2018,-0.3032%,1016.78
02/01/2018,0.343%,1019.87
01/31/2018,0.0187%,1016.39
01/30/2018,-0.3051%,1016.2
01/29/2018,0.1907%,1019.3
01/26/2018,0.4286%,1017.36
01/25/2018,-0.0581%,1013.02
01/24/2018,-0.2575%,1013.61
01/23/2018,-0.1003%,1016.23
01/22/2018,0.001%,1017.25
01/19/2018,0.4822%,1017.24
01/18/2018,0.1181%,1012.36
01/17/2018,0.0513%,1011.16
01/16/2018,0.1351%,1010.64
01/12/2018,-0.2478%,1009.28
01/11/2018,0.1404%,1011.79
01/10/2018,0.1385%,1010.37
01/09/2018,0.1493%,1008.97
01/08/2018,0.1062%,1007.47
01/05/2018,-0.087%,1006.4
01/04/2018,0.2327%,1007.28
01/03/2018,0.1815%,1004.94
01/02/2018,-0.1282%,1003.12
12/29/2017,0.0776%,1004.4
12/28/2017,0.0699%,1003.62
12/27/2017,-0.0341%,1002.92
12/26/2017,-0.0102%,1003.27
12/22/2017,-0.1036%,1003.37
12/21/2017,0.1321%,1004.41
12/20/2017,0.0072%,1003.08
12/19/2017,-0.2142%,1003.01
12/18/2017,0.1205%,1005.16
12/15/2017,0.0978%,1003.95
12/14/2017,-0.2217%,1002.97
12/13/2017,-0.0656%,1005.2
12/12/2017,-0.0689%,1005.86
12/11/2017,-0.3394%,1006.56
12/08/2017,0.0687%,1009.98
12/07/2017,-0.0398%,1009.29
12/06/2017,-0.0119%,1009.69
12/05/2017,-0.1148%,1009.81
12/04/2017,-0.0156%,1010.97
12/01/2017,-0.0512%,1011.13
11/30/2017,0.1414%,1011.65
11/29/2017,-0.1265%,1010.22
11/28/2017,-0.0269%,1011.5
11/27/2017,-0.3299%,1011.77
11/24/2017,0.2041%,1015.12
11/22/2017,-0.2538%,1013.05
11/21/2017,0.1758%,1015.63
11/20/2017,0.4459%,1013.85
11/17/2017,-0.2537%,1009.35
11/16/2017,0.2031%,1011.92
11/15/2017,-0.0776%,1009.86
11/14/2017,0.1079%,1010.65
11/13/2017,-0.199%,1009.56
11/10/2017,0.2924%,1011.57
11/09/2017,-0.4403%,1008.62
11/08/2017,0.0222%,1013.08
11/07/2017,-0.0971%,1012.86
11/06/2017,0.1748%,1013.84
11/03/2017,0.0817%,1012.07
11/02/2017,-0.3187%,1011.25
11/01/2017,0.3177%,1014.48
10/31/2017,0.0726%,1011.27
10/30/2017,-0.2467%,1010.54
10/27/2017,-0.072%,1013.04
10/26/2017,0.1511%,1013.76
10/25/2017,0.2667%,1012.23
10/24/2017,0.0314%,1009.54
10/23/2017,0.0882%,1009.23
10/20/2017,-0.0815%,1008.34
10/19/2017,-0.184%,1009.16
10/18/2017,0.0644%,1011.02
10/17/2017,-0.0822%,1010.37
10/16/2017,0.0512%,1011.2
10/13/2017,-0.0211%,1010.68
10/12/2017,-0.0239%,1010.9
10/11/2017,-0.2082%,1011.14
10/10/2017,0.0215%,1013.25
10/09/2017,0.0463%,1013.03
10/06/2017,-0.1078%,1012.56
10/05/2017,-0.0946%,1013.65
10/04/2017,0.0813%,1014.61
10/03/2017,-0.0247%,1013.79
10/02/2017,-0.071%,1014.04
09/29/2017,0.1846%,1014.76
09/28/2017,0.01%,1012.89
09/27/2017,0.1344%,1012.79
09/26/2017,0.1549%,1011.43
09/25/2017,-0.3893%,1009.86
09/22/2017,0.2335%,1013.81
09/21/2017,0.3567%,1011.45
09/20/2017,-0.4202%,1007.85
09/19/2017,-0.0556%,1012.11
09/18/2017,0.3373%,1012.67
09/15/2017,-0.1376%,1009.27
09/14/2017,0.0024%,1010.66
09/13/2017,-0.0467%,1010.63
09/12/2017,0.0562%,1011.1
09/11/2017,0.0515%,1010.54
09/08/2017,0.1917%,1010.02
09/07/2017,0.1337%,1008.08
09/06/2017,-0.085%,1006.74
09/05/2017,-0.1783%,1007.59
09/01/2017,0.0987%,1009.39
08/31/2017,0.2053%,1008.4
08/30/2017,0.1732%,1006.33
08/29/2017,0.1186%,1004.59
08/28/2017,-0.1485%,1003.4
08/25/2017,0.0909%,1004.89
08/24/2017,-0.1185%,1003.98
08/23/2017,-0.1469%,1005.17
08/22/2017,0.0938%,1006.65
08/21/2017,0.0484%,1005.71
08/18/2017,0.1811%,1005.22
08/17/2017,-0.0988%,1003.4
08/16/2017,0.1732%,1004.39
08/15/2017,-0.026%,1002.66
08/14/2017,0.1887%,1002.92
08/11/2017,-0.0838%,1001.03
08/10/2017,-0.0259%,1001.87
08/09/2017,-0.0657%,1002.13
08/08/2017,-0.1546%,1002.79
08/07/2017,0.3366%,1004.34
08/04/2017,0.0674%,1000.97
08/03/2017,0.03%,1000.3
08/02/2017,0.0284%,1000
08/01/2017,0.0377%,999.71
07/31/2017,0.0473%,999.34
07/28/2017,-0.0063%,998.86
07/27/2017,-0.2011%,998.93
07/26/2017,-0.1482%,1000.94
07/25/2017,0.0318%,1002.42
07/24/2017,0.4132%,1002.1
07/21/2017,-0.2397%,997.98
07/20/2017,0.0741%,1000.38
07/19/2017,0.2271%,999.64
